,textract_conf_app_code,textract_conf_twenty_code,tesseract_conf_app_code,tesseract_conf_twenty_code,doc,RegId,RegIdConf,app_code_textract,app_code_tesseract,app_code_table_lookup,twenty_code_textract,twenty_code_tesseract,twenty_code_table_lookup,app_code_fallback,twenty_code_fallback,approval_back_up,twenty_back_up,history
45,89.61,,97.77,,C001956507-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,92.4,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNALAPPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000']"
46,98.41,,100.0,,C001956508-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,91.76480865478516,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
47,97.84,,98.53,,C001956509-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,88.9634017944336,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
48,98.1,,100.0,,C001956510-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,88.13787841796875,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
49,97.73,,99.03,,C001956511-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,91.9864730834961,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
50,98.33,,100.0,,C001956512-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,90.23635864257812,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
51,80.79,,95.45,,C001956513-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,92.23825073242188,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL: APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
52,87.3,,100.0,,C001956514-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,94.13407135009766,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
53,98.3,,87.18,,C001956515-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,82.8646011352539,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
54,97.97,,92.05,,C001956516-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,83.08679962158203,WCM_46811E_INTERNAL APPROVED 10292019,WCN_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCN_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
55,98.47,,98.53,,C001956517-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,88.15870666503906,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
56,98.01,,88.88,,C001956518-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,90.92365264892578,WCM_46811E_INTERNAL APPROVED 10292019,WCN_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCN_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
57,98.1,,97.24,,C001956519-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,89.5630111694336,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
58,97.79,,74.72,,C001956520-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,85.93374633789062,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
59,97.14,,100.0,,C001956521-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,84.5183334350586,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
60,98.26,,100.0,,C001956522-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,85.46485137939453,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
61,97.8,,99.22,,C001956523-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,85.4897689819336,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
62,98.07,,97.93,,C001956524-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,90.15264892578125,WCM_46811E_INTERNAL APPROVED 10292019,WCN_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCN_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
63,97.83,,83.38,,C001956525-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,86.33927154541016,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
64,98.31,,84.35,,C001956526-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,90.13002014160156,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
65,98.01,,100.0,,C001956527-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,80.51383209228516,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
66,98.22,,97.59,,C001956528-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,90.78146362304688,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
67,97.89,,92.81,,C001956529-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,86.87716674804688,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
68,99.72,,96.17,,C001956530-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,84.98817443847656,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
69,98.77,,100.0,,C001956531-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,90.95557403564453,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEAITH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
70,97.75,,92.81,,C001956532-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,89.1202621459961,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
71,98.56,,94.1,,C001956533-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,90.4801254272461,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEAILTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
72,98.19,,97.84,,C001956534-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,89.7217788696289,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703088', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703088', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
73,95.99,,100.0,,C001956535-01-bottom.tif,WCM_46811E_ INTERNAL APPROVED 10292019 NA1WCMCRD88526E_0000,85.96017456054688,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_INTERNAL APPROVED 10292019,WCM_46811E_C INTERNAL APPROVED 10292019,,,NA1WCMCRD88526E_0000,,,,,"['Tesseract app_code is FDIC 2021 WEX HEALTH INC ALL RIGHTS RESERVED 51703067', 'Textract app_code is BANCORP BANK; MEMBER FDIC. 2021 WEX HEALTH, INC. ALL RIGHTS RESERVED. 51703067', 'Tesseract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Textract app_code is WCM_46811E_INTERNAL APPROVED 10292019', 'Tesseract twenty_code is NA1WCMCRD88526E_0000', 'Textract twenty_code is NA1WCMCRD88526E_0000']"
74,,,,,C001956536-00-bottom.tif,CAD_36120E STATE APPROVED 07032019 KY9CADLTR36120E_0000,92.40389251708984,,,CAD_36120E STATE APPROVED 07032019,,,KY9CADLTR36120E_0000,,,,,"['Tesseract app_code is CAD_36120E STATE APPROVED 07032019', 'Textract app_code is CAD_36120E STATE APPROVED 07032019', 'Tesseract twenty_code is KY9ICADLTR36120E 0000', 'Textract twenty_code is KY9CADLTR36120E_0000']"
75,,,,,C001956537-01-bottom.tif,Y0020_WCM_111535E_C INTERNAL APPROVED 10042022 NA2WCMLTR98563E_0000,52.89651107788086,,,Y0020_WCM_111535E_C INTERNAL APPROVED 10042022,,,NA2WCMLTR98563E_0000,,,,,"['Tesseract app_code is YQ020_CNC_119853E_C INTERNAL APPROVED 03302023', 'Textract app_code is YO020_CNC_119853E C INTERNAL APPROVED 03302023', 'Tesseract twenty_code is NA3SCNCLTRI9853E_O00C', 'Textract twenty_code is NA3CNCLTR19853E_0000']"
76,89.55,,91.38,,C001956538-01-bottom.tif,Y0020_CNC_119853E_C INTERNAL APPROVED 03302023 NA2WCMLTR98563E_0000,25.637928009033203,YO020_CNC_119853E_C INTERNAL APPROVED 03302023,YO 020_CNC_119853E_C INTERNAL APPROVED 03302023,Y0020_WCM_111535E_C INTERNAL APPROVED 10042022,,,NA2WCMLTR98563E_0000,,,,,"['Tesseract app_code is YO 020_CNC_119853E_C INTERNAL APPROVED 03302023', 'Textract app_code is YO020_CNC_119853E_C INTERNAL APPROVED 03302023', 'Tesseract twenty_code is NA3CNCLTRI9853E_0000', 'Textract twenty_code is NA3CNCLTR19853E_0OO0']"
77,88.9,,96.31,,C001956539-01-bottom.tif,Y0020_CNC_119853E_C INTERNAL APPROVED 03302023 NA2WCMLTR98563E_0000,27.54303550720215,YO020_CNC_119853E_C INTERNAL APPROVED 03302023,YOO20_CNC_119853E_C INTERNAL APPROVED 03302023,Y0020_WCM_111535E_C INTERNAL APPROVED 10042022,,,NA2WCMLTR98563E_0000,,,,,"['Tesseract app_code is YOO20_CNC_119853E_C INTERNAL APPROVED 03302023', 'Textract app_code is YO020_CNC_119853E_C INTERNAL APPROVED 03302023', 'Tesseract twenty_code is NA3CNCLTRI9853E_0000', 'Textract twenty_code is NA3CNCLTR19853E_0OO0']"
78,85.42,,76.45,,C001956540-01-bottom.tif,Y0020_CNC_119853E_C INTERNAL APPROVED 00202 NA2WCMLTR98563E_0000,37.81767654418945,YOU20_CNC_119853E_C INTERNAL APPROVED 03302023,YOO2Z0_CNC_119853E_C,Y0020_WCM_111535E_C INTERNAL APPROVED 10042022,,,NA2WCMLTR98563E_0000,,,,,"['Tesseract app_code is YOO2Z0_CNC_119853E_C', 'Textract app_code is YOU20_CNC_119853E_C INTERNAL APPROVED 03302023', 'Tesseract twenty_code is NA3CNCLTRI9853E_0000', 'Textract twenty_code is NA3CNCLTR19853E_0000']"
79,92.49,,90.3,,C001956541-01-bottom.tif,Y0020_CNC_119853E_C INTERNAL APPROVED 03302023 NA2WCMLTR98563E_0000,31.830245971679688,YO020_CNC_119853E_C INTERNAL APPROVED 03302023,YOO20_CNC_119853E_C INTERNAL APPROVED 03302093,Y0020_WCM_111535E_C INTERNAL APPROVED 10042022,,,NA2WCMLTR98563E_0000,,,,,"['Tesseract app_code is YOO20_CNC_119853E_C INTERNAL APPROVED 03302093', 'Textract app_code is YO020_CNC_119853E_C INTERNAL APPROVED 03302023', 'Tesseract twenty_code is NA3CNCLTRI9853E_0000', 'Textract twenty_code is NA3CNCLTR19853E_0OO0']"
