Ricoh DCN,REGULATORY_APPROVAL_ID
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653030.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653012.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653054.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653063.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653023.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_2959_05182023_0001136300/C001489397.TIF,Y0020_21_24016LTR_C 03012021 WMR
07072023-2/CUR6470-01_2959_05182023_0001136300/C001489360.TIF,Y0020_WCM_106335M_C INTERNAL APPROVED 07292022 NA3WCMDRV06335M
07072023-2/CUR6470-01_2959_05182023_0001136300/C001489352.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA3WCMEOB09312E_0000_S
07072023-2/CUR6470-01_2994_05192023_0001136958/C001503930.TIF,PDG
07072023-2/CUR6470-01_2994_05192023_0001136958/C001503907.TIF,WMR
07072023-2/CUR6470-01_2994_05192023_0001136958/C001503873.TIF,WMR
07072023-2/CUR6470-01_2994_05192023_0001136958/C001503918.TIF,RNR NA2WCMEOB79520S_2022
07072023-2/CUR6470-01_2994_05192023_0001136958/C001503901.TIF,Y0020_21_RXCOM00004_C_08232021 5246_9004MYWCA1
07072023-2/CUR6470-01_2994_05192023_0001136958/C001503944.TIF,UXR
07072023-2/CUR6470-01_2994_05192023_0001136958/C001503919.TIF,RMR
07072023-2/CUR6470-01_2651_05092023_0001131219/C001354790.TIF,PRO
07072023-2/CUR6470-01_2651_05092023_0001131219/C001354794.TIF,PRO
07072023-2/CUR6470-01_2651_05092023_0001131219/C001354778.TIF,PDG
07072023-2/CUR6470-01_2651_05092023_0001131219/C001354791.TIF,PRO
07072023-2/CUR6470-01_2651_05092023_0001131219/C001354795.TIF,DELETE
07072023-2/CUR6470-01_2651_05092023_0001131219/C001354793.TIF,PRO
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654221.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654223.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654275.TIF,CAD_86961E STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654277.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654255.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3211_05262023_0001141042/C001604073.TIF,UXR
07072023-2/CUR6470-01_3211_05262023_0001141042/C001604028.TIF,PDG
07072023-2/CUR6470-01_3211_05262023_0001141042/C001604039.TIF,WMR
07072023-2/CUR6470-01_3211_05262023_0001141042/C001604053.TIF,WMR
07072023-2/CUR6470-01_3211_05262023_0001141042/C001604096.TIF,PDG
07072023-2/CUR6470-01_3211_05262023_0001141042/C001604052.TIF,WMR
07072023-2/CUR6470-01_3211_05262023_0001141042/C001604025.TIF,PDG
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653888.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653856.TIF,CAD_86961S_STATE APPROVED 09242021 NCICADDML91103S_0000
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653854.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653806.TIF,NCD
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653802.TIF,NCD
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653717.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653807.TIF,NCD
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653805.TIF,NCD
07072023-2/CUR6470-01_2666_05092023_0001131330/C001362216.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA3WCMEOB09312E_0000_S
07072023-2/CUR6470-01_2666_05092023_0001131330/C001362193.TIF,Y0020_WCM_91154E_C INTERNAL APPROVED 11022021 NA3WCMLTR22079e_0423
07072023-2/CUR6470-01_2666_05092023_0001131330/C001362221.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA3WCMEOB09312E_0000_S
07072023-2/CUR6470-01_2666_05092023_0001131330/C001362218.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA3WCMEOB09312E_0000_S
07072023-2/CUR6470-01_2666_05092023_0001131330/C001362220.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA3WCMEOB09312E_0000_S
07072023-2/CUR6470-01_2666_05092023_0001131330/C001362224.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA3WCMEOB09312E_0000_S
07072023-2/CUR6470-01_2666_05092023_0001131330/C001362215.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA3WCMEOB09312E_0000_S
07072023-2/CUR6470-01_2939_05182023_0001136216/C001479277.TIF,PDG
07072023-2/CUR6470-01_2939_05182023_0001136216/C001479270.TIF,UXR
07072023-2/CUR6470-01_2939_05182023_0001136216/C001479274.TIF,CAD_002179E_STATE APPROVED MMDDYYYY N7MDLTR02179E_0
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590042.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590051.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590046.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590028.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590055.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590020.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590044.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590035.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590048.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590022.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590052.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590043.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590025.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590047.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590021.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590036.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590027.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590045.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590049.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590023.TIF,PRO
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590050.TIF,PRO
07072023-2/CUR6470-01_3324_05302023_0001142028/C001654203.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3324_05302023_0001142028/C001654195.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3324_05302023_0001142028/C001654168.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3324_05302023_0001142028/C001654111.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_2716_05102023_0002132230/C001384634.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA3WCMEOB09312E_0000_S
07072023-2/CUR6470-01_2716_05102023_0002132230/C001384621.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA3WCMEOB09312E_0000_S
07072023-2/CUR6470-01_2716_05102023_0002132230/C001384629.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA3WCMEOB09312E_0000_S
07072023-2/CUR6470-01_3247_05262023_0001140868/C001619134.TIF,PRO
07072023-2/CUR6470-01_3247_05262023_0001140868/C001619145.TIF,UMR
07072023-2/CUR6470-01_3247_05262023_0001140868/C001619136.TIF,PDG
07072023-2/CUR6470-01_3247_05262023_0001140868/C001619148.TIF,UXR
07072023-2/CUR6470-01_3247_05262023_0001140868/C001619135.TIF,PRO
07072023-2/CUR6470-01_3247_05262023_0001140868/C001619133.TIF,PRO
07072023-2/CUR6470-01_3247_05262023_0001140868/C001619151.TIF,PRO
07072023-2/CUR6470-01_3324_05302023_0001142011/C001653938.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3193_02282023_0001139621/C001597586.TIF,H8189_CNC_117008E_C INTERNAL APPROVED W13CNCLTR17008E_0000
07072023-2/CUR6470-01_3193_02282023_0001139621/C001597578.TIF,PRO
07072023-2/CUR6470-01_3324_05302023_0001142016/C001654104.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3324_05302023_0001142016/C001654058.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3324_05302023_0001142016/C001654027.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3324_05302023_0001142016/C001654064.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3324_05302023_0001142016/C001654071.TIF,CAD_86961S_STATE APPROVED 09242021 NCICADDML91103S_0000
07072023-2/CUR6470-01_3290_06022023_0001144042/C001637480.TIF,Y0020_WCM_106335M_C INTERNAL APPROVED MMDDYYYY NA3WCMDRV06335_0000
07072023-2/CUR6470-01_3290_06022023_0001144042/C001637525.TIF,KMO
07072023-2/CUR6470-01_3290_06022023_0001144042/C001637512.TIF,Y0020_WCM_106335M_C INTERNAL APPROVED MMDDYYYY NA3WCMDRV06335_0000
07072023-2/CUR6470-01_3290_06022023_0001144042/C001637504.TIF,PRO
07072023-2/CUR6470-01_3290_06022023_0001144042/C001637511.TIF,Y0020_WCM_106335M_C INTERNAL APPROVED MMDDYYYY NA3WCMDRV06335M_0000
07072023-2/CUR6470-01_3290_06022023_0001144042/C001637528.TIF,PRO
07072023-2/CUR6470-01_3290_06022023_0001144042/C001637524.TIF,SSCU2395747901
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652878.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652852.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652834.TIF,CAD_86961S_STATE APPROVED 09242021 NCICADDML91103S_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652807.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652821.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652847.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652883.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652810.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652799.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652900.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652827.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652849.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652800.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652879.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652897.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652888.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652817.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652853.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652804.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652822.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652837.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652819.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652815.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142045/C001652877.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_2514_05042023_0001127735/C001292137.TIF,PDG
07072023-2/CUR6470-01_2514_05042023_0001127735/C001292148.TIF,PRO
07072023-2/CUR6470-01_2514_05042023_0001127735/C001292143.TIF,PDG
07072023-2/CUR6470-01_2514_05042023_0001127735/C001292149.TIF,PDG
07072023-2/CUR6470-01_2514_05042023_0001127735/C001292132.TIF,PDG
07072023-2/CUR6470-01_2988_05192023_0001137000/C001501269.TIF,PRO
07072023-2/CUR6470-01_2988_05192023_0001137000/C001501265.TIF,PRO
07072023-2/CUR6470-01_3217_05252023_0001140244/C001607007.TIF,KMR
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606978.TIF,PDG
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606934.TIF,IMR
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606970.TIF,PDP
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606925.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA3WCMEOB09312E_0000_S
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606974.TIF,PDG
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606990.TIF,PDG
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606950.TIF,PDG
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606949.TIF,PDG
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606979.TIF,PDG
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606980.TIF,PDG
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606971.TIF,PDP
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606999.TIF,PDG
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606982.TIF,PDA
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606928.TIF,PDG
07072023-2/CUR6470-01_3217_05252023_0001140244/C001607011.TIF,WMR
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606973.TIF,PDG
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606951.TIF,PDG
07072023-2/CUR6470-01_3217_05252023_0001140244/C001606977.TIF,DOG
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652788.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652700.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652753.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652780.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652713.TIF,CAD_86961E STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652739.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652784.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652702.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652791.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652719.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652715.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652751.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652786.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652789.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652710.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652727.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652774.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652743.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652734.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142044/C001652796.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3212_05252023_0001140132/C001604659.TIF,Y0020_21_RXCOM00004_C_08232021 5246_9004MYWCA1
07072023-2/CUR6470-01_3323_05302023_0001142017/C001652384.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142017/C001652315.TIF,NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142017/C001652333.TIF,CAD_86961S_STATE APPROVED 09242021 NCICADDML86961S_0000
07072023-2/CUR6470-01_3323_05302023_0001142017/C001652314.TIF,CAD_86961S_STATE APPROVED 09242021 NCICADDML86961S_0000
07072023-2/CUR6470-01_3323_05302023_0001142017/C001652363.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142017/C001652361.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142017/C001652370.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142017/C001652347.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_2548_05042023_0001128302/C001307592.TIF,Y0020_21_RXCOM00004_C_08232021 5246_9004MYWCA1
07072023-2/CUR6470-01_2496_05032023_0001127492/C001284718.TIF,PDG
07072023-2/CUR6470-01_2496_05032023_0001127492/C001284660.TIF,NSR
07072023-2/CUR6470-01_2496_05032023_0001127492/C001284731.TIF,PDG
07072023-2/CUR6470-01_2496_05032023_0001127492/C001284720.TIF,PDG
07072023-2/CUR6470-01_2959_05182023_0001136305/C001489197.TIF,IMR
07072023-2/CUR6470-01_2959_05182023_0001136305/C001489188.TIF,SOR
07072023-2/CUR6470-01_2959_05182023_0001136305/C001489261.TIF,Y0020 WCM 100186E_C INTERNAL APPROVED 07252022NA3WCMEOB00186E_0000
07072023-2/CUR6470-01_3068_05222023_0001137976/C001538482.TIF,PDG NA2WCMEOB79520S_2022
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653167.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653194.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653158.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653172.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653110.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653161.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653130.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653177.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653168.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653182.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653128.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653199.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653126.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653108.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653179.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653184.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142057/C001653131.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142066/C001653321.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142066/C001653330.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142066/C001653347.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142066/C001653356.TIF,CAD_54449E STATE APPROVED 05042020 N0NCDLTR54449E_0000
07072023-2/CUR6470-01_3323_05302023_0001142066/C001653307.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142066/C001653343.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142066/C001653334.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142066/C001653341.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142066/C001653314.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142066/C001653327.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142066/C001653362.TIF,NCD
07072023-2/CUR6470-01_3323_05302023_0001142066/C001653326.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142005/C001652182.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142005/C001652263.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142005/C001652180.TIF,CAD_86961S_STATE APPROVED 09242021 NCICADDML86961S_0000
07072023-2/CUR6470-01_3323_05302023_0001142005/C001652238.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142005/C001652268.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142005/C001652277.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142005/C001652220.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142005/C001652204.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3193_02282023_0002139628/C001597636.TIF,PRO
07072023-2/CUR6470-01_3193_02282023_0002139628/C001597599.TIF,PRO
07072023-2/CUR6470-01_3193_02282023_0002139628/C001597601.TIF,PRO
07072023-2/CUR6470-01_3193_02282023_0002139628/C001597605.TIF,PRO
07072023-2/CUR6470-01_3193_02282023_0002139628/C001597638.TIF,PRO
07072023-2/CUR6470-01_3193_02282023_0002139628/C001597652.TIF,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021 NA2WCMEOB 79520E_2022
07072023-2/CUR6470-01_3193_02282023_0002139628/C001597607.TIF,PRO
07072023-2/CUR6470-01_3193_02282023_0002139628/C001597619.TIF,PRO
07072023-2/CUR6470-01_3193_02282023_0002139628/C001597620.TIF,PRO
07072023-2/CUR6470-01_3193_02282023_0002139628/C001597602.TIF,PRO
07072023-2/CUR6470-01_3193_02282023_0002139628/C001597606.TIF,PRO
07072023-2/CUR6470-01_3193_02282023_0002139628/C001597600.TIF,PRO
07072023-2/CUR6470-01_3193_02282023_0002139628/C001597608.TIF,PRO
07072023-2/CUR6470-01_3187_02282023_0004139580/C001595197.TIF,PRO
07072023-2/CUR6470-01_3187_02282023_0004139580/C001595180.TIF,PDG
07072023-2/CUR6470-01_3187_02282023_0004139580/C001595274.TIF,Y0020_20_14719LTR_C JMR
07072023-2/CUR6470-01_3187_02282023_0004139580/C001595229.TIF,PRO
07072023-2/CUR6470-01_3187_02282023_0004139580/C001595184.TIF,Y0020_19_11838LTR_C_03292019 PDG
07072023-2/CUR6470-01_3187_02282023_0004139580/C001595254.TIF,Y0020_20_17708LTR_C_04012020 WMR
